keywords,label,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08
Japanese,loc,14,12,3,8,8,8,6,15,15,3,2,6,5,3,8,6,4,3,11,7,9,11,1,3,4,6,6,8,4,5,5,11,16,11,5,12,4,15,7,7,3,5,11,15,11,6,12,8,9,3,6,10,13,20,16,15,9,14,13,13,5,9,11,10,9,4,6,1,7,11,12,6,13,13,11,12,8,5,2,3
Jet Propulsion Laboratory,org,0,2,1,1,1,0,1,0,3,1,0,0,2,1,1,0,4,2,1,3,3,2,5,2,3,2,2,2,2,4,0,3,3,1,1,2,4,2,5,3,1,3,4,1,0,0,1,2,2,12,2,8,1,2,3,2,0,0,1,2,2,0,2,1,3,3,2,2,0,2,2,2,2,1,1,0,1,1,0,0
Jiuquan,loc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,1,0,1,1,5,1,2,0,5,2,2,1,1,1,0,0,4,4,4,5,3,6,5,3,1,0,3,4,5,8,2,4,3,2,4,1,6,6,7,0,0,2,7,10,10,3,2,1,1,6,4,6,2,0,3,3,9,0
Johnson Space Center,org,1,3,0,2,3,3,1,1,4,0,0,0,1,2,0,0,1,1,2,2,1,2,2,0,1,1,2,1,0,0,5,3,4,3,2,0,1,1,2,1,4,4,0,3,1,0,0,1,1,0,0,2,3,0,0,0,0,1,3,2,1,0,2,2,0,2,1,2,1,0,0,3,2,1,1,2,0,0,4,0
Joint Chiefs of Staff,org,0,0,0,0,0,3,1,0,0,1,0,0,2,4,3,2,0,3,3,3,3,3,0,2,0,1,2,6,4,4,6,2,2,0,0,5,9,0,1,1,1,1,0,3,0,0,0,1,4,3,1,0,1,0,0,3,2,2,1,0,1,2,2,0,1,1,2,0,1,0,1,0,0,1,0,1,2,0,0,0
Jupiter,loc,4,13,18,8,3,2,7,3,2,0,0,2,0,4,2,0,4,1,1,1,0,5,8,4,1,4,2,5,3,0,2,4,1,0,4,4,1,4,2,1,1,0,4,4,7,1,1,1,5,2,1,3,0,3,5,0,2,2,2,0,1,0,0,1,5,4,1,4,2,1,2,2,4,0,0,11,4,2,1,0
KSAT,com,0,0,0,0,1,0,1,0,1,0,0,0,0,5,2,0,0,0,1,3,1,6,0,0,0,0,0,0,8,6,3,3,12,5,0,0,0,0,1,1,1,0,0,2,6,0,0,0,0,2,0,0,17,4,0,2,0,1,0,2,5,7,6,0,2,0,2,0,0,1,0,1,0,8,0,4,0,0,0,3
KSC,org,0,6,1,0,1,1,4,1,3,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,3,1,9,2,0,3,0,1,2,0,4,6,15,6,4,0,2,3,3,0,4,2,4,6,3,1,0,1,0,4,1,3,2,4,0,3,3,0,0,1,6,1,5,5,2,4,4,0,1,0,0,1
Ka-band,term,8,2,7,5,18,5,12,9,17,13,10,3,4,3,11,6,10,7,9,11,8,11,7,4,7,5,7,14,18,3,9,14,9,5,7,3,5,1,2,4,5,0,3,1,6,3,3,2,0,1,3,2,4,0,5,1,4,3,3,3,0,2,1,4,8,3,1,4,7,2,4,0,5,7,7,2,7,5,1,0
Kazakhstan,loc,1,0,0,3,1,6,2,2,2,1,0,3,0,1,0,2,0,1,0,0,1,5,1,3,5,1,1,1,2,0,2,0,1,2,2,2,2,5,5,3,0,1,2,1,1,2,3,1,0,1,4,1,0,0,0,2,2,3,3,4,1,6,12,3,0,0,0,0,4,0,0,1,1,2,1,0,0,0,0,0
Kennedy Space Center,org,3,16,11,10,14,15,10,7,11,6,3,5,14,17,7,5,4,4,4,5,2,6,1,4,1,7,9,4,2,6,11,4,2,8,5,4,6,3,13,6,15,8,8,6,2,8,11,10,7,3,10,5,7,4,4,6,10,7,7,3,4,4,6,11,8,7,4,6,9,8,8,11,9,5,6,5,7,2,0,1
Kepler,com,0,10,0,0,0,5,3,0,1,0,0,0,26,2,2,2,0,1,27,31,16,41,8,0,1,0,0,6,0,0,1,2,18,17,3,19,9,2,15,0,1,0,0,9,6,5,0,0,1,1,1,0,0,9,1,1,0,0,0,12,2,0,0,7,4,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Ku-band,term,7,9,6,1,10,9,4,7,12,6,5,4,0,1,7,0,7,4,3,2,8,3,8,5,4,1,6,6,4,2,4,6,5,9,1,3,3,2,3,5,3,0,7,5,3,3,4,0,2,0,1,0,0,0,5,1,0,3,1,1,2,0,1,3,13,3,2,5,3,1,5,0,2,4,1,1,1,1,0,0
Kuaizhou-1A,satellite,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,3,0,0,0,1,0,5,1,1,4,2,5,1,3,4,1,0,1,0,6,4,0,1,0,1,0,0,0,0,1,3,3,5,7,8,2,2,1,0,1,9,0,1,6,0,0,1,1,0,1,0,0,2,0,0
Kymeta,com,0,1,22,3,0,2,0,5,3,0,1,9,0,1,9,2,17,0,7,0,0,24,0,0,2,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,1,6,1,5,2,1,0,15,0,0,5,2,0,12,0,2,0,1,0,0,3,1,0,0,0,0,0,1,1,4,0
L-band,term,0,0,1,0,1,2,3,4,2,1,0,2,1,1,7,4,3,2,3,2,13,6,5,1,2,0,3,2,0,0,2,0,5,2,1,0,0,0,1,2,8,2,4,3,1,10,2,0,0,0,1,1,1,0,0,2,3,1,2,4,3,0,1,5,2,1,1,2,0,3,1,0,0,6,2,8,4,0,0,0
L3Harris,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,3,2,14,14,6,1,3,20,1,10,11,11,6,7,8,4,5,3,4,0,9,9,8,6,7,5,2,5,12,3,1,23,7,14,7,8,9,9,1,3,7,28,5,6,0
LEO,term,2,5,13,5,4,7,8,5,20,16,7,12,11,21,55,8,23,12,55,23,30,5,7,1,15,8,24,41,24,37,15,34,16,23,12,5,14,6,22,18,34,32,9,30,20,16,32,8,9,3,16,27,43,47,24,25,46,23,44,47,38,34,34,28,43,42,25,34,33,39,28,19,27,56,38,39,35,35,21,15
LSA,term,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,6,2,28,0,0,3,10,11,18,11,11,0,6,0,3,0,3,8,2,1,0,6,6,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Landspace,com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,10,4,20,1,0,4,0,5,5,11,0,4,5,0,2,0,10,4,0,0,3,0,3,2,3,9,2,6,4,5,14,2,4,0,0,6,7,0,3,2,2,10,3,0,1,8,3,8,3,4,0,0,14,1,4,1,4,1,2,45,0
LauncherOne,satellite,0,0,8,0,0,3,1,16,7,1,7,1,6,4,1,2,8,10,9,8,2,0,10,8,1,3,3,5,1,6,4,7,5,4,1,4,1,5,10,8,22,6,7,5,4,5,4,1,8,3,2,0,8,11,1,13,4,0,5,5,5,1,3,1,8,6,4,2,2,2,2,0,12,8,6,9,8,0,0,0
LeoLabs,com,0,17,0,0,0,0,0,0,6,0,0,1,1,0,0,1,0,0,12,0,13,0,0,2,0,0,1,0,0,12,0,7,1,22,1,1,6,0,0,0,13,2,15,0,0,5,0,1,1,0,0,25,0,31,0,8,2,16,9,2,4,3,1,2,13,11,0,1,3,0,0,1,16,2,7,7,1,0,4,0
LeoSat,com,0,0,0,0,28,14,1,0,13,0,0,0,0,0,20,2,3,4,48,0,1,13,9,0,0,0,7,3,0,2,1,1,18,2,23,3,0,1,4,2,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligado,com,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,37,41,10,17,2,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,10,0,0,0,0,21,0,0,0,0,5,7,0,0,6,0,0
Lightspeed,satellite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,14,10,0,0,11,1,0,12,2,1,0,5,7,4,5,1,0,5,0,3,0,1,1,12,0,6,1,1,0
Lockheed,com,0,0,4,4,2,0,0,7,8,6,2,4,0,9,6,7,9,1,11,3,8,3,3,1,2,1,1,4,3,3,4,0,6,4,0,3,6,5,5,3,0,0,1,0,2,2,3,4,0,10,3,9,3,1,0,2,8,2,3,1,8,6,5,2,1,0,0,7,1,3,5,3,3,2,4,0,2,0,2,0
Lockheed Martin,com,8,16,21,10,8,8,3,18,20,13,9,11,23,15,17,24,20,5,28,25,34,34,21,29,33,16,19,52,26,21,20,15,11,24,13,6,18,32,33,10,17,15,12,14,26,27,21,32,11,56,21,39,18,14,9,28,25,18,14,13,13,25,41,20,13,16,17,22,7,15,20,16,29,16,24,23,19,24,65,4
Loft Orbital,com,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,3,0,0,5,0,13,0,0,0,0,0,0,10,5,7,0,1,1,6,0,1,4,6,4,5,0,0,0,0,1,0,22,3,2,0,2,0,1,1,2,0,1,1,0,0,0,7,2,2,1,0
Long March 3B,rocket,0,0,1,0,2,0,2,1,0,0,0,1,1,0,0,0,3,2,2,3,0,0,1,1,0,1,0,0,2,0,0,3,1,0,4,0,1,4,3,4,1,5,5,2,2,2,2,0,0,0,3,1,0,0,1,4,3,8,3,3,1,1,0,4,3,1,2,0,1,0,0,1,1,2,3,1,0,0,1,0
Long March 5,rocket,0,0,0,0,3,0,6,1,2,0,0,0,0,0,6,7,1,1,4,2,7,3,1,1,7,1,0,0,4,15,9,2,15,1,4,7,4,1,3,6,8,1,11,1,2,2,9,2,5,1,3,2,1,0,0,2,3,1,2,3,1,4,2,0,0,1,0,1,2,2,2,0,2,0,0,1,1,0,0,0
Long March 5B,rocket,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,5,4,0,1,1,0,0,0,0,4,5,0,4,3,2,4,5,4,6,3,15,0,1,0,0,3,0,0,7,4,0,20,15,2,0,0,0,0,0,0,1,2,1,1,9,0,18,1,4,4,20,0,1,0,4,2,2,3,0,1
Los Angeles,loc,1,3,3,3,2,0,1,1,0,0,2,2,2,0,6,1,5,2,1,3,1,4,4,4,4,3,1,7,1,2,1,2,0,2,1,2,3,3,4,3,4,9,0,5,3,2,3,3,1,11,2,4,2,1,2,4,1,2,6,0,0,4,2,5,1,3,3,1,3,3,0,0,2,3,0,2,2,3,4,0
Luxembourg,loc,2,7,4,21,1,13,16,3,1,2,22,26,3,2,7,2,1,2,1,6,26,4,5,1,2,0,2,2,12,2,1,4,0,10,6,17,9,3,2,3,2,0,0,2,2,3,2,3,0,0,2,2,3,6,5,0,9,2,1,5,2,5,7,2,4,2,0,1,5,5,1,3,3,1,1,7,1,8,2,0
Lynk,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,1,12,0,5,0,0,0,0,0,0,20,0,1,1,0,1,6,19,13,0,0,10,4,3,2,1,9,0,0
MDA,org,4,24,0,2,21,31,18,13,5,5,8,3,20,2,5,1,14,6,11,6,4,7,2,1,4,5,2,6,4,1,1,1,6,17,0,14,0,0,5,2,0,21,1,1,0,0,13,1,0,18,12,11,9,3,5,12,9,1,3,19,1,5,14,6,2,5,1,7,7,0,0,3,0,1,2,2,6,0,1,0
MEO,term,0,2,3,1,0,0,3,0,4,4,0,2,0,0,8,0,2,2,0,2,1,3,3,0,0,0,0,1,0,0,1,0,3,7,1,0,0,0,0,4,10,0,0,0,0,0,6,0,0,0,0,0,8,4,0,1,2,6,5,3,7,0,1,8,2,6,4,4,5,7,15,5,6,0,1,8,3,5,2,0
MHI,org,0,0,0,0,0,11,0,0,12,0,0,0,0,0,10,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,9,4,0,0,0,0,14,0,0,0,2,0,2,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0
Made In Space,com,0,0,0,3,0,0,0,5,1,0,0,11,0,0,0,0,0,1,0,10,4,0,0,0,1,0,1,3,0,0,3,14,0,5,1,1,9,6,0,0,0,9,0,8,1,1,1,0,1,0,2,0,0,0,0,0,2,0,4,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mars,loc,27,23,62,51,85,13,65,60,23,37,12,47,12,41,28,24,47,48,24,41,31,29,64,8,5,27,22,37,42,50,96,66,24,35,16,16,60,39,36,37,16,20,129,48,52,23,23,59,25,152,36,76,37,24,17,27,25,15,23,18,11,24,13,38,26,11,27,17,24,16,26,16,14,18,36,17,13,6,14,0
Mars 2020,term,4,2,1,0,2,0,7,11,0,0,0,0,1,7,1,4,17,1,3,0,2,0,7,0,1,2,15,1,2,2,4,0,0,1,1,0,2,1,10,13,2,18,33,4,1,1,4,4,6,20,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Martian,loc,3,0,5,1,2,1,3,3,3,0,0,1,1,1,1,2,6,2,1,0,4,2,3,0,0,1,5,1,2,2,2,7,1,2,0,1,2,2,1,1,3,1,16,4,9,0,5,7,8,28,3,6,4,6,1,1,3,1,0,0,1,4,1,2,5,3,1,1,1,1,0,3,2,3,2,3,0,1,0,0
Maxar,com,0,0,0,0,0,0,0,0,0,8,4,0,9,0,1,2,17,0,48,8,12,19,1,32,29,31,33,20,42,32,11,9,25,24,29,26,8,11,25,2,40,35,4,16,4,4,33,1,12,29,6,18,3,6,1,5,0,56,5,5,10,11,2,14,33,15,6,43,16,4,25,18,6,27,9,20,37,7,26,0
Maxar Technologies,com,0,0,0,0,0,0,0,0,0,2,6,6,2,4,4,6,11,2,8,9,11,9,6,6,13,11,2,8,12,11,7,16,15,8,10,6,6,9,8,1,5,11,0,8,5,2,4,1,2,8,0,3,0,0,2,1,2,10,1,3,5,3,2,3,2,3,4,7,6,0,5,2,4,5,2,8,7,1,7,0
Microsoft,com,0,0,2,5,1,1,0,0,0,0,0,0,1,0,0,2,0,2,0,2,0,4,1,2,0,0,0,0,0,2,0,0,2,9,1,0,2,0,2,0,0,2,3,0,14,13,0,0,0,5,0,5,9,27,0,9,0,1,0,14,6,0,0,9,11,3,10,1,6,0,13,7,0,2,0,1,2,0,0,0
Middle East,loc,4,7,2,3,5,12,2,4,2,7,6,3,2,2,6,6,6,2,3,5,5,3,2,3,1,6,1,2,7,3,2,3,3,4,4,2,5,1,3,3,1,2,1,6,7,2,2,2,1,1,4,3,0,2,4,5,2,4,2,2,1,2,1,6,4,3,5,1,7,9,3,2,1,4,3,1,2,0,0,0
Missile Defense Agency,org,2,5,0,1,3,0,2,0,0,4,0,1,1,1,1,3,4,4,2,11,9,7,1,2,10,2,2,5,2,0,2,1,7,3,0,1,0,1,2,1,0,2,1,1,2,1,1,1,4,5,1,2,3,2,2,6,4,3,2,11,0,2,3,2,2,1,3,0,3,1,1,0,1,0,0,0,2,1,0,0
Mojave,loc,1,1,1,0,3,1,0,2,3,0,2,0,1,0,0,1,1,1,1,0,0,1,1,1,1,5,0,2,2,0,0,3,2,3,0,0,1,2,1,2,4,1,1,1,0,0,1,2,1,0,3,1,1,3,1,0,0,0,3,0,4,0,0,0,1,2,6,3,1,4,1,0,3,5,1,0,2,1,0,0
Mojave Air and Space Port,loc,0,2,0,1,3,3,0,2,1,0,1,0,1,2,0,3,1,1,3,1,1,0,2,5,2,4,0,1,3,0,3,1,3,2,0,1,0,2,3,3,4,0,0,1,0,0,1,1,2,1,0,1,2,2,0,2,1,0,1,1,5,0,0,0,3,0,1,1,1,1,0,0,4,3,2,3,0,0,0,0
Momentus,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,10,0,0,13,0,10,18,17,1,11,0,0,20,10,24,17,12,1,7,19,26,0,1,38,3,34,27,30,36,33,39,8,0,9,3,1,7,10,0,10,18,1,11,0,0,3,0,4,5,17,1,18,2,0,7
Moon,loc,0,1,0,1,1,1,1,0,4,4,1,4,2,5,0,8,4,4,3,2,3,5,0,0,1,1,3,2,6,12,18,4,2,1,4,0,3,6,2,3,0,4,0,2,1,2,10,4,1,1,5,4,8,2,4,4,2,3,13,2,0,12,2,1,1,1,3,2,6,2,4,15,8,6,8,4,0,2,10,0
Moon Express,com,11,1,1,0,7,1,9,7,4,10,1,3,33,0,0,8,2,0,0,1,0,7,11,10,0,1,1,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musk,com,2,12,12,2,4,3,8,1,5,13,0,7,9,25,11,1,15,0,0,1,10,0,11,5,2,6,8,28,11,3,12,8,13,14,6,1,6,7,11,9,8,3,0,5,7,2,7,5,0,34,3,8,4,3,3,1,4,0,2,15,4,12,3,1,5,5,1,7,0,7,0,13,1,2,1,10,0,5,0,0
Mynaric,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,0,3,0,0,2,0,0,0,0,0,6,0,9,23,5,1,0,4,0,1,3,12,10,0,3,0,1,0,2,0,2,0,4,0,0
NASA,org,303,390,317,242,324,252,225,171,163,217,208,170,287,271,256,273,350,275,238,289,212,320,299,221,204,226,313,402,394,328,375,324,245,320,254,235,336,287,491,309,415,371,386,285,301,257,300,320,231,392,332,488,406,240,325,256,220,257,316,234,241,253,216,418,294,328,357,341,269,221,303,268,243,336,272,197,295,137,296,16
NASA Headquarters,org,0,2,1,1,1,1,1,3,2,1,3,0,1,1,4,2,5,8,1,3,0,0,4,4,4,3,2,0,2,1,1,1,2,4,2,1,7,0,5,0,2,2,3,0,0,1,0,2,1,2,0,1,2,0,1,1,2,2,2,4,2,1,1,2,0,0,1,2,4,1,3,1,2,2,4,1,3,2,1,0
NATO,org,0,0,1,1,0,0,0,0,0,0,9,1,1,1,0,0,1,4,2,0,0,1,2,0,1,0,0,1,2,2,0,2,6,0,0,6,0,0,1,0,3,3,2,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,1,1,0,2,12,1,1,1,4,0,8,0,2,1,0,1,4,11,8,8,0
NC3,term,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,14,5,0,18,2,0,0,0,0,8,16,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
NDAA,org,0,0,0,0,0,6,12,0,0,3,14,8,8,2,8,9,9,10,0,2,2,1,0,2,3,1,5,10,9,27,23,9,13,7,6,23,15,5,4,0,2,11,10,1,1,2,1,32,5,0,0,0,0,0,1,6,4,5,0,19,3,1,0,1,0,6,5,1,0,0,0,8,1,0,0,0,0,3,0,0
NGA,org,0,1,2,0,0,27,20,16,0,0,0,1,0,0,0,32,30,1,1,6,0,0,5,6,0,10,0,12,0,25,0,0,1,10,0,1,0,0,1,0,0,10,0,0,14,0,4,4,6,0,10,6,0,8,0,1,3,34,6,0,2,0,7,19,0,0,0,0,10,0,6,0,1,0,0,5,20,21,0,0
NGSO,term,0,0,0,0,0,2,0,0,5,0,3,0,8,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,5,3,18,2,0,2,4,8,16,26,18,18,3,2,0,1,1,7,0,1,1,1
NOAA,org,49,1,23,37,32,6,12,7,3,22,19,8,55,36,24,39,29,2,12,12,17,10,3,0,16,0,41,15,31,19,6,22,18,3,2,15,41,13,21,29,10,59,27,17,17,15,12,2,11,20,14,25,47,29,22,1,20,16,1,7,13,19,12,8,23,12,19,2,5,4,5,9,37,5,3,24,30,31,0,10
NRO,org,1,1,7,22,7,0,0,0,4,0,0,1,1,0,0,30,13,0,0,8,4,3,5,0,1,25,0,17,31,51,2,19,29,19,7,20,11,2,1,4,2,39,3,14,10,3,13,11,7,0,3,11,17,5,5,17,1,53,8,13,19,14,3,21,29,14,19,24,23,0,17,0,10,0,9,21,5,12,0,9
NSF,org,4,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,8,10,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,7,0,0,13,24,9,2,11,5,0,1,0,0,4,0,8,0,0,0,0,0,0,0,4,0,0,1,0,1,10,1,0,0,0,0,2,0
NSSL,org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,4,4,7,6,2,4,2,2,0,3,4,0,6,4,5,3,0,4,4,0,2,1,1,19,1,4,31,0,0,0,6,2,10,0,1,2,12,0,6,2,3,5,3,14,10,6,29,5,9,49,0
NanoAvionics,com,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,3,15,0,0,0,0,0,0,16,4,0,10,0,12,0,6,0,0,6,1,6,4,2,4,1,0,4,0,8,0,3,1,2,0,5,1,14,9,1,9,0,3,0,6,7,0,0,0,2,6
NanoRacks,com,0,7,0,0,2,7,5,5,1,16,2,6,2,1,1,3,0,1,1,3,1,12,2,16,1,0,2,3,3,6,4,12,1,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nanoracks,com,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,3,0,9,0,0,20,2,1,3,1,5,0,1,11,2,8,12,4,1,5,3,1,5,0,3,1,0,0,0,0,1,1,1,0,0,0,1,0
National Academies,org,4,0,4,3,7,2,0,2,0,1,2,2,4,8,4,1,14,2,0,2,6,0,1,5,1,2,7,5,3,3,1,1,0,2,1,0,1,0,4,7,2,4,4,0,3,0,1,1,2,4,2,3,3,4,1,0,0,3,3,4,0,0,1,2,0,2,3,1,1,0,0,1,2,0,1,1,1,4,1,0
National Defense Authorization Act,term,0,0,1,0,0,5,5,0,2,4,2,11,8,1,3,10,8,6,2,3,4,6,5,7,7,4,10,6,12,17,12,5,11,6,1,10,8,6,8,1,4,14,7,4,1,3,5,12,7,0,1,0,0,1,2,3,2,2,0,8,4,1,1,3,0,4,1,1,2,1,0,1,2,2,0,1,1,4,0,0
National Oceanic and Atmospheric Administration,org,9,0,6,7,5,1,3,2,0,2,7,4,6,5,4,9,8,2,1,3,4,2,3,2,12,0,5,3,0,2,3,4,2,3,0,4,9,3,2,5,4,9,6,5,6,3,3,3,2,3,4,3,6,4,5,1,4,3,2,2,4,4,3,2,4,1,3,2,6,4,5,3,12,1,2,5,5,2,4,1
National Reconnaissance Office,org,2,1,8,7,6,2,3,4,4,2,2,1,6,6,9,6,6,3,0,3,10,3,4,4,2,5,4,8,10,11,5,7,8,7,4,6,10,6,6,10,8,8,6,8,5,2,8,9,5,3,4,3,5,3,3,12,4,9,4,4,6,10,4,10,7,6,7,10,5,3,4,2,5,0,4,9,6,5,1,2
National Space Council,org,1,0,13,5,10,23,15,10,2,16,1,15,4,24,16,33,19,34,20,7,7,18,4,5,6,2,11,18,13,6,3,12,4,7,3,2,2,5,9,2,9,5,2,1,2,3,2,16,13,18,13,0,9,3,3,5,3,0,10,13,0,2,0,3,4,3,3,5,11,0,3,7,1,5,3,4,0,1,13,0
Navy,org,0,1,2,1,1,2,3,4,4,1,1,1,3,0,8,3,2,4,4,2,2,5,7,5,1,3,11,2,17,4,8,1,2,3,1,1,12,12,3,4,5,3,5,5,1,4,5,5,2,0,2,2,0,6,0,0,12,3,2,6,0,4,0,0,3,0,2,1,0,3,1,1,0,1,0,4,1,2,0,0
Nelson,com,0,0,1,0,0,1,0,1,1,1,7,1,7,0,1,0,1,1,0,2,0,0,15,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,13,35,13,12,2,2,3,2,1,1,0,0,0,1,1,2,3,3,0,0,2,0,0,0,1,4,3,1,0,0
Netherlands,loc,0,0,1,0,0,0,2,0,0,0,2,1,0,0,2,1,2,0,0,2,0,4,1,1,1,2,1,2,1,2,0,3,1,2,1,2,2,1,1,4,1,0,0,0,1,1,0,0,0,0,4,0,6,5,0,2,1,4,0,2,1,1,1,2,7,1,0,2,2,2,1,1,2,2,0,1,2,1,8,0
Neutron,satellite,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,7,0,22,0,0,0,13,1,2,7,0,0,0,0,0,1,7,5,7,9,1,6,2,6,0,0,0
New Glenn,satellite,0,3,12,7,3,3,1,1,13,10,2,1,0,2,26,5,15,2,7,6,8,10,5,0,6,9,16,14,14,1,2,3,0,2,1,2,4,3,4,0,4,2,1,8,3,9,1,10,3,13,4,4,1,0,3,8,1,3,1,2,1,3,8,11,0,4,1,3,5,4,7,5,0,6,4,11,5,3,12,1
New Mexico,loc,5,5,7,4,2,0,1,0,1,1,0,1,0,1,2,5,0,1,5,5,3,6,2,6,10,6,10,6,13,6,6,9,3,18,4,10,8,12,4,4,8,7,3,4,2,4,14,11,11,7,4,1,10,2,4,4,4,4,6,1,1,16,0,1,7,5,5,3,2,1,2,0,5,4,1,3,3,1,0,0
New Shepard,satellite,0,1,4,13,0,6,9,0,8,4,0,14,0,1,1,11,11,8,11,2,0,0,1,10,20,17,9,1,12,0,1,0,0,7,1,6,1,4,9,0,2,3,0,0,2,7,0,0,9,0,6,5,8,7,39,27,3,26,4,20,1,7,4,1,0,9,4,5,11,2,0,0,1,6,6,0,2,6,2,0
New Zealand,loc,2,6,5,0,16,2,1,2,2,0,2,5,5,3,5,7,3,2,3,5,9,8,3,2,2,0,6,5,1,10,2,4,6,11,3,8,12,3,17,14,6,14,6,6,3,5,9,7,5,9,8,4,6,16,5,17,15,8,14,4,5,8,4,8,6,6,9,38,5,4,5,8,4,3,6,10,5,2,4,1
